Dependency=Custom State	Dependency=Geometry Building Type RECS	Dependency=HVAC Heating Type	Dependency=HVAC Secondary Heating Fuel	Dependency=Vintage	Option=Ducted Heating	Option=Non-Ducted Heating	Option=None	source_count	source_weight	sampling_probability
AK	Mobile Home	Non-Ducted Heat Pump	Wood	1980s	0	1	0	37	0	1.05327e-08
AK	Mobile Home	Non-Ducted Heat Pump	Wood	1990s	0	1	0	171	1	3.61475e-09
AK	Mobile Home	Non-Ducted Heat Pump	Wood	2000s	0	1	0	171	0	1.99882e-09
AK	Mobile Home	Non-Ducted Heat Pump	Wood	2010s	0	1	0	171	0	1.49612e-09
AK	Mobile Home	Non-Ducted Heat Pump	Wood	<1940	0	1	0	171	0	2.26865e-10
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Electricity	1940s	0	0	1	0	0	0
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Electricity	1950s	0	0	1	0	0	0
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Electricity	1960s	0	0	1	0	0	0
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Electricity	1970s	0	0	1	0	0	0
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Electricity	1980s	0	0	1	0	0	0
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Electricity	1990s	0	0	1	0	0	0
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Electricity	2000s	0	0	1	0	0	0
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Electricity	2010s	0	0	1	0	0	0
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Electricity	<1940	0	0	1	0	0	0
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Fuel Oil	1940s	0.157143	0.842857	0	70	0	1.04456e-08
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Fuel Oil	1950s	0.157143	0.842857	0	70	0.3	4.54594e-08
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Fuel Oil	1960s	0.157143	0.842857	0	70	0.3	6.40542e-09
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Fuel Oil	1970s	0.0909091	0.909091	0	11	0	1.56465e-08
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Fuel Oil	1980s	0.05	0.95	0	20	0.3	1.10196e-07
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Fuel Oil	1990s	0.157143	0.842857	0	70	0.3	7.13852e-08
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Fuel Oil	2000s	0.157143	0.842857	0	70	0	2.36114e-08
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Fuel Oil	2010s	0.157143	0.842857	0	70	0	7.1082e-08
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Fuel Oil	<1940	0.2	0.8	0	10	0	6.98034e-09
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Natural Gas	1940s	0.139535	0.860465	0	43	0	3.16905e-11
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Natural Gas	1950s	0.139535	0.860465	0	43	0	6.74478e-11
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Natural Gas	1960s	0.139535	0.860465	0	43	0	6.56692e-10
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Natural Gas	1970s	0.166667	0.833333	0	18	0	1.21904e-08
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Natural Gas	1980s	0.181818	0.818182	0	11	0	4.87735e-09
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Natural Gas	1990s	0.139535	0.860465	0	43	0	2.81107e-09
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Natural Gas	2000s	0.139535	0.860465	0	43	0	3.61619e-09
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Natural Gas	2010s	0.139535	0.860465	0	43	0.6	2.23991e-09
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Natural Gas	<1940	0.139535	0.860465	0	43	0	1.70993e-10
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	None	1940s	0	0	1	44	0	5.66859e-08
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	None	1950s	0	0	1	142	0.3	1.47309e-07
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	None	1960s	0	0	1	259	0	4.77565e-08
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	None	1970s	0	0	1	659	0.9	2.08649e-07
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	None	1980s	0	0	1	543	2.1	4.04949e-07
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	None	1990s	0	0	1	133	1.2	4.49226e-07
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	None	2000s	0	0	1	132	0	3.04621e-07
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	None	2010s	0	0	1	28	8.4	7.80616e-07
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	None	<1940	0	0	1	133	0.6	3.73477e-08
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Other Fuel	1940s	0	1	0	1	0	1.44191e-11
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Other Fuel	1950s	0	1	0	1	0	3.67271e-11
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Other Fuel	1960s	0	1	0	1	0	7.73581e-11
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Other Fuel	1970s	0	1	0	1	0	4.82958e-09
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Other Fuel	1980s	0	1	0	1	0	6.23514e-11
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Other Fuel	1990s	0	1	0	1	0	5.38828e-10
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Other Fuel	2000s	0	1	0	1	0	6.64802e-10
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Other Fuel	2010s	0	1	0	1	0	6.0276e-11
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Other Fuel	<1940	0	1	0	1	0	3.39468e-11
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Propane	1940s	0	1	0	12	0	1.82942e-09
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Propane	1950s	0	1	0	12	0	1.59774e-09
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Propane	1960s	0	1	0	12	0	5.52041e-10
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Propane	1970s	0	1	0	12	0	2.60434e-09
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Propane	1980s	0	1	0	12	0	1.4729e-08
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Propane	1990s	0	1	0	12	0	2.05663e-08
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Propane	2000s	0	1	0	12	0	1.22817e-08
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Propane	2010s	0	1	0	12	0.3	1.79414e-09
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Propane	<1940	0	1	0	12	0	1.3251e-09
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Wood	1940s	0	1	0	142	0	1.26222e-08
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Wood	1950s	0	1	0	142	0	2.83384e-08
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Wood	1960s	0	1	0	23	0	1.08544e-08
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Wood	1970s	0	1	0	53	0	2.61685e-08
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Wood	1980s	0	1	0	34	0.3	9.6406e-08
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Wood	1990s	0	1	0	142	0	6.76658e-08
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Wood	2000s	0	1	0	142	0	2.26871e-08
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Wood	2010s	0	1	0	14	0.9	9.55374e-08
AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Wood	<1940	0	1	0	142	0	3.67929e-09
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Electricity	1940s	0	0	1	0	0	0
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Electricity	1950s	0	0	1	0	0	0
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Electricity	1960s	0	0	1	0	0	0
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Electricity	1970s	0	0	1	0	0	0
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Electricity	1980s	0	0	1	0	0	0
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Electricity	1990s	0	0	1	0	0	0
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Electricity	2000s	0	0	1	0	0	0
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Electricity	2010s	0	0	1	0	0	0
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Electricity	<1940	0	0	1	0	0	0
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Fuel Oil	1940s	0.157143	0.842857	0	70	0	9.07108e-09
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Fuel Oil	1950s	0.157143	0.842857	0	70	0.7	3.88283e-08
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Fuel Oil	1960s	0.157143	0.842857	0	70	0.7	7.94539e-09
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Fuel Oil	1970s	0.0909091	0.909091	0	11	0	1.4142e-08
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Fuel Oil	1980s	0.05	0.95	0	20	0.7	1.20238e-07
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Fuel Oil	1990s	0.157143	0.842857	0	70	0.7	5.34468e-08
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Fuel Oil	2000s	0.157143	0.842857	0	70	0	1.35534e-08
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Fuel Oil	2010s	0.157143	0.842857	0	70	0	5.48671e-08
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Fuel Oil	<1940	0.2	0.8	0	10	0	5.9676e-09
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Natural Gas	1940s	0.139535	0.860465	0	43	0	1.70716e-10
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Natural Gas	1950s	0.139535	0.860465	0	43	0	1.31337e-10
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Natural Gas	1960s	0.139535	0.860465	0	43	0	7.59141e-10
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Natural Gas	1970s	0.166667	0.833333	0	18	0	1.03521e-08
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Natural Gas	1980s	0.181818	0.818182	0	11	0	4.29414e-09
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Natural Gas	1990s	0.139535	0.860465	0	43	0	1.96608e-09
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Natural Gas	2000s	0.139535	0.860465	0	43	0	1.32543e-09
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Natural Gas	2010s	0.139535	0.860465	0	43	1.4	7.89854e-10
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Natural Gas	<1940	0.139535	0.860465	0	43	0	6.765e-11
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	None	1940s	0	0	1	44	0	4.99355e-08
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	None	1950s	0	0	1	142	0.7	1.22577e-07
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	None	1960s	0	0	1	259	0	5.59105e-08
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	None	1970s	0	0	1	659	2.1	2.00694e-07
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	None	1980s	0	0	1	543	4.9	4.0328e-07
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	None	1990s	0	0	1	133	2.8	3.38884e-07
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	None	2000s	0	0	1	132	0	1.42844e-07
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	None	2010s	0	0	1	28	19.6	5.84093e-07
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	None	<1940	0	0	1	133	1.4	3.04288e-08
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Other Fuel	1940s	0	1	0	1	0	3.68395e-11
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Other Fuel	1950s	0	1	0	1	0	4.37633e-11
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Other Fuel	1960s	0	1	0	1	0	9.2127e-11
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Other Fuel	1970s	0	1	0	1	0	3.89993e-09
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Other Fuel	1980s	0	1	0	1	0	6.8948e-11
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Other Fuel	1990s	0	1	0	1	0	3.757e-10
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Other Fuel	2000s	0	1	0	1	0	2.4666e-10
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Other Fuel	2010s	0	1	0	1	0	4.65861e-11
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Other Fuel	<1940	0	1	0	1	0	1.62074e-11
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Propane	1940s	0	1	0	12	0	1.58731e-09
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Propane	1950s	0	1	0	12	0	1.16913e-09
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Propane	1960s	0	1	0	12	0	5.23226e-10
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Propane	1970s	0	1	0	12	0	2.60017e-09
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Propane	1980s	0	1	0	12	0	1.57407e-08
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Propane	1990s	0	1	0	12	0	1.47271e-08
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Propane	2000s	0	1	0	12	0	5.62969e-09
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Propane	2010s	0	1	0	12	0.7	1.18147e-09
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Propane	<1940	0	1	0	12	0	1.12969e-09
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Wood	1940s	0	1	0	142	0	1.07867e-08
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Wood	1950s	0	1	0	142	0	2.326e-08
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Wood	1960s	0	1	0	23	0	1.40439e-08
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Wood	1970s	0	1	0	53	0	2.68216e-08
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Wood	1980s	0	1	0	34	0.7	1.01297e-07
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Wood	1990s	0	1	0	142	0	5.30918e-08
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Wood	2000s	0	1	0	142	0	1.37922e-08
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Wood	2010s	0	1	0	14	2.1	7.45999e-08
AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Wood	<1940	0	1	0	142	0	3.12021e-09
AK	Single-Family Attached	Non-Ducted Heat Pump	Electricity	1940s	0	0	1	0	0	0
AK	Single-Family Attached	Non-Ducted Heat Pump	Electricity	1950s	0	0	1	0	0	0
AK	Single-Family Attached	Non-Ducted Heat Pump	Electricity	1960s	0	0	1	0	0	0
AK	Single-Family Attached	Non-Ducted Heat Pump	Electricity	1970s	0	0	1	0	0	0
AK	Single-Family Attached	Non-Ducted Heat Pump	Electricity	1980s	0	0	1	0	0	0
AK	Single-Family Attached	Non-Ducted Heat Pump	Electricity	1990s	0	0	1	0	0	0
AK	Single-Family Attached	Non-Ducted Heat Pump	Electricity	2000s	0	0	1	0	0	0
AK	Single-Family Attached	Non-Ducted Heat Pump	Electricity	2010s	0	0	1	0	0	0
AK	Single-Family Attached	Non-Ducted Heat Pump	Electricity	<1940	0	0	1	0	0	0
AK	Single-Family Attached	Non-Ducted Heat Pump	Fuel Oil	1940s	0.0191083	0.980892	0	157	0	1.74475e-09
AK	Single-Family Attached	Non-Ducted Heat Pump	Fuel Oil	1950s	0.0191083	0.980892	0	157	0	4.12019e-09
AK	Single-Family Attached	Non-Ducted Heat Pump	Fuel Oil	1960s	0.0191083	0.980892	0	157	0	0
AK	Single-Family Attached	Non-Ducted Heat Pump	Fuel Oil	1970s	0.0714286	0.928571	0	14	1	7.61957e-10
AK	Single-Family Attached	Non-Ducted Heat Pump	Fuel Oil	1980s	0.00884956	0.99115	0	113	2	2.70914e-08
AK	Single-Family Attached	Non-Ducted Heat Pump	Fuel Oil	1990s	0.0191083	0.980892	0	157	1	7.32663e-09
AK	Single-Family Attached	Non-Ducted Heat Pump	Fuel Oil	2000s	0.0191083	0.980892	0	157	0	4.78894e-09
AK	Single-Family Attached	Non-Ducted Heat Pump	Fuel Oil	2010s	0.0191083	0.980892	0	157	0	1.07735e-08
AK	Single-Family Attached	Non-Ducted Heat Pump	Fuel Oil	<1940	0.0191083	0.980892	0	157	0	4.09274e-10
AK	Single-Family Attached	Non-Ducted Heat Pump	Natural Gas	1940s	0.506024	0.493976	0	249	0	0
AK	Single-Family Attached	Non-Ducted Heat Pump	Natural Gas	1950s	0.506024	0.493976	0	249	0	1.53407e-10
AK	Single-Family Attached	Non-Ducted Heat Pump	Natural Gas	1960s	0.506024	0.493976	0	249	0	0
AK	Single-Family Attached	Non-Ducted Heat Pump	Natural Gas	1970s	0.388889	0.611111	0	90	0	2.6339e-09
AK	Single-Family Attached	Non-Ducted Heat Pump	Natural Gas	1980s	0.561151	0.438849	0	139	0	5.81651e-10
AK	Single-Family Attached	Non-Ducted Heat Pump	Natural Gas	1990s	0.506024	0.493976	0	249	0	2.68022e-10
AK	Single-Family Attached	Non-Ducted Heat Pump	Natural Gas	2000s	0.506024	0.493976	0	249	0	0
AK	Single-Family Attached	Non-Ducted Heat Pump	Natural Gas	2010s	0.506024	0.493976	0	249	0	9.27798e-12
AK	Single-Family Attached	Non-Ducted Heat Pump	Natural Gas	<1940	0.506024	0.493976	0	249	0	1.39392e-10
AK	Single-Family Attached	Non-Ducted Heat Pump	None	1940s	0	0	1	31	0	8.04328e-09
AK	Single-Family Attached	Non-Ducted Heat Pump	None	1950s	0	0	1	117	0	2.39915e-08
AK	Single-Family Attached	Non-Ducted Heat Pump	None	1960s	0	0	1	241	0	0
AK	Single-Family Attached	Non-Ducted Heat Pump	None	1970s	0	0	1	1627	3	4.79461e-08
AK	Single-Family Attached	Non-Ducted Heat Pump	None	1980s	0	0	1	2676	4	7.97162e-08
AK	Single-Family Attached	Non-Ducted Heat Pump	None	1990s	0	0	1	500	4	1.26394e-07
AK	Single-Family Attached	Non-Ducted Heat Pump	None	2000s	0	0	1	583	1	8.17923e-08
AK	Single-Family Attached	Non-Ducted Heat Pump	None	2010s	0	0	1	73	73	2.81078e-07
AK	Single-Family Attached	Non-Ducted Heat Pump	None	<1940	0	0	1	155	2	6.69283e-09
AK	Single-Family Attached	Non-Ducted Heat Pump	Other Fuel	1940s	0	1	0	0	0	1.44159e-12
AK	Single-Family Attached	Non-Ducted Heat Pump	Other Fuel	1950s	0	1	0	0	0	3.72753e-12
AK	Single-Family Attached	Non-Ducted Heat Pump	Other Fuel	1960s	0	1	0	0	0	0
AK	Single-Family Attached	Non-Ducted Heat Pump	Other Fuel	1970s	0	1	0	0	0	2.09287e-12
AK	Single-Family Attached	Non-Ducted Heat Pump	Other Fuel	1980s	0	1	0	0	0	1.01041e-11
AK	Single-Family Attached	Non-Ducted Heat Pump	Other Fuel	1990s	0	1	0	0	0	1.51398e-11
AK	Single-Family Attached	Non-Ducted Heat Pump	Other Fuel	2000s	0	1	0	0	0	1.37199e-11
AK	Single-Family Attached	Non-Ducted Heat Pump	Other Fuel	2010s	0	1	0	0	0	2.96502e-11
AK	Single-Family Attached	Non-Ducted Heat Pump	Other Fuel	<1940	0	1	0	0	0	1.15613e-13
AK	Single-Family Attached	Non-Ducted Heat Pump	Propane	1940s	0.08	0.92	0	25	0	1.95549e-10
AK	Single-Family Attached	Non-Ducted Heat Pump	Propane	1950s	0.08	0.92	0	25	0	4.88483e-10
AK	Single-Family Attached	Non-Ducted Heat Pump	Propane	1960s	0.08	0.92	0	25	0	0
AK	Single-Family Attached	Non-Ducted Heat Pump	Propane	1970s	0.08	0.92	0	25	0	9.89112e-11
AK	Single-Family Attached	Non-Ducted Heat Pump	Propane	1980s	0.08	0.92	0	25	0	2.52707e-09
AK	Single-Family Attached	Non-Ducted Heat Pump	Propane	1990s	0.08	0.92	0	25	0	1.42252e-09
AK	Single-Family Attached	Non-Ducted Heat Pump	Propane	2000s	0.08	0.92	0	25	0	3.32829e-09
AK	Single-Family Attached	Non-Ducted Heat Pump	Propane	2010s	0.08	0.92	0	25	5	1.29453e-08
AK	Single-Family Attached	Non-Ducted Heat Pump	Propane	<1940	0.08	0.92	0	25	0	5.32214e-11
AK	Single-Family Attached	Non-Ducted Heat Pump	Wood	1940s	0	1	0	362	0	1.45689e-09
AK	Single-Family Attached	Non-Ducted Heat Pump	Wood	1950s	0	1	0	362	0	3.36932e-09
AK	Single-Family Attached	Non-Ducted Heat Pump	Wood	1960s	0	1	0	362	0	0
AK	Single-Family Attached	Non-Ducted Heat Pump	Wood	1970s	0	1	0	101	0	3.11086e-09
AK	Single-Family Attached	Non-Ducted Heat Pump	Wood	1980s	0	1	0	221	3	1.92568e-08
AK	Single-Family Attached	Non-Ducted Heat Pump	Wood	1990s	0	1	0	10	0	1.2006e-08
AK	Single-Family Attached	Non-Ducted Heat Pump	Wood	2000s	0	1	0	362	1	4.69367e-09
AK	Single-Family Attached	Non-Ducted Heat Pump	Wood	2010s	0	1	0	362	0	3.3155e-09
AK	Single-Family Attached	Non-Ducted Heat Pump	Wood	<1940	0	1	0	12	1	5.12206e-10
AK	Single-Family Detached	Non-Ducted Heat Pump	Electricity	1940s	0	0	1	0	0	0
AK	Single-Family Detached	Non-Ducted Heat Pump	Electricity	1950s	0	0	1	0	0	0
AK	Single-Family Detached	Non-Ducted Heat Pump	Electricity	1960s	0	0	1	0	0	0
AK	Single-Family Detached	Non-Ducted Heat Pump	Electricity	1970s	0	0	1	0	0	0
AK	Single-Family Detached	Non-Ducted Heat Pump	Electricity	1980s	0	0	1	0	0	0
AK	Single-Family Detached	Non-Ducted Heat Pump	Electricity	1990s	0	0	1	0	0	0
AK	Single-Family Detached	Non-Ducted Heat Pump	Electricity	2000s	0	0	1	0	0	0
AK	Single-Family Detached	Non-Ducted Heat Pump	Electricity	2010s	0	0	1	0	0	0
AK	Single-Family Detached	Non-Ducted Heat Pump	Electricity	<1940	0	0	1	0	0	0
AK	Single-Family Detached	Non-Ducted Heat Pump	Fuel Oil	1940s	0.190476	0.809524	0	84	4	7.15959e-08
AK	Single-Family Detached	Non-Ducted Heat Pump	Fuel Oil	1950s	0.241071	0.758929	0	112	1	7.75983e-08
AK	Single-Family Detached	Non-Ducted Heat Pump	Fuel Oil	1960s	0.110599	0.889401	0	217	6	9.61523e-08
AK	Single-Family Detached	Non-Ducted Heat Pump	Fuel Oil	1970s	0.357143	0.642857	0	14	14	1.53272e-07
AK	Single-Family Detached	Non-Ducted Heat Pump	Fuel Oil	1980s	0	1	0	18	18	7.34588e-07
AK	Single-Family Detached	Non-Ducted Heat Pump	Fuel Oil	1990s	0	1	0	15	15	4.00752e-07
AK	Single-Family Detached	Non-Ducted Heat Pump	Fuel Oil	2000s	0.0590406	0.940959	0	271	5	3.4386e-07
AK	Single-Family Detached	Non-Ducted Heat Pump	Fuel Oil	2010s	0	1	0	70	1	1.19623e-07
AK	Single-Family Detached	Non-Ducted Heat Pump	Fuel Oil	<1940	0.0833333	0.916667	0	12	12	6.34827e-08
AK	Single-Family Detached	Non-Ducted Heat Pump	Natural Gas	1940s	0.384842	0.615158	0	1359	0	3.82518e-09
AK	Single-Family Detached	Non-Ducted Heat Pump	Natural Gas	1950s	0.402778	0.597222	0	72	0	8.22601e-09
AK	Single-Family Detached	Non-Ducted Heat Pump	Natural Gas	1960s	0.141844	0.858156	0	141	0	4.15329e-09
AK	Single-Family Detached	Non-Ducted Heat Pump	Natural Gas	1970s	0.245203	0.754797	0	469	1	1.47574e-08
AK	Single-Family Detached	Non-Ducted Heat Pump	Natural Gas	1980s	0.483221	0.516779	0	447	0	1.33872e-08
AK	Single-Family Detached	Non-Ducted Heat Pump	Natural Gas	1990s	0.736	0.264	0	125	1	3.77912e-09
AK	Single-Family Detached	Non-Ducted Heat Pump	Natural Gas	2000s	0.363636	0.636364	0	22	0	6.0661e-09
AK	Single-Family Detached	Non-Ducted Heat Pump	Natural Gas	2010s	0.804878	0.195122	0	41	1	1.24559e-09
AK	Single-Family Detached	Non-Ducted Heat Pump	Natural Gas	<1940	0.212121	0.787879	0	33	0	3.94606e-10
AK	Single-Family Detached	Non-Ducted Heat Pump	None	1940s	0	0	1	10	10	2.50331e-07
AK	Single-Family Detached	Non-Ducted Heat Pump	None	1950s	0	0	1	23	23	4.83281e-07
AK	Single-Family Detached	Non-Ducted Heat Pump	None	1960s	0	0	1	18	18	4.576e-07
AK	Single-Family Detached	Non-Ducted Heat Pump	None	1970s	0	0	1	26	26	8.12657e-07
AK	Single-Family Detached	Non-Ducted Heat Pump	None	1980s	0	0	1	51	51	1.46598e-06
AK	Single-Family Detached	Non-Ducted Heat Pump	None	1990s	0	0	1	25	25	1.3622e-06
AK	Single-Family Detached	Non-Ducted Heat Pump	None	2000s	0	0	1	33	33	2.18006e-06
AK	Single-Family Detached	Non-Ducted Heat Pump	None	2010s	0	0	1	124	124	1.63727e-06
AK	Single-Family Detached	Non-Ducted Heat Pump	None	<1940	0	0	1	21	21	2.52184e-07
AK	Single-Family Detached	Non-Ducted Heat Pump	Other Fuel	1940s	0	1	0	24	0	4.11902e-11
AK	Single-Family Detached	Non-Ducted Heat Pump	Other Fuel	1950s	0	1	0	24	0	7.06769e-10
AK	Single-Family Detached	Non-Ducted Heat Pump	Other Fuel	1960s	0	1	0	24	0	5.51162e-11
AK	Single-Family Detached	Non-Ducted Heat Pump	Other Fuel	1970s	0	1	0	24	0	2.94979e-10
AK	Single-Family Detached	Non-Ducted Heat Pump	Other Fuel	1980s	0	1	0	13	0	1.98119e-09
AK	Single-Family Detached	Non-Ducted Heat Pump	Other Fuel	1990s	0	1	0	24	0	1.74007e-10
AK	Single-Family Detached	Non-Ducted Heat Pump	Other Fuel	2000s	0	1	0	24	0	2.65356e-10
AK	Single-Family Detached	Non-Ducted Heat Pump	Other Fuel	2010s	0	1	0	24	0	9.66417e-11
AK	Single-Family Detached	Non-Ducted Heat Pump	Other Fuel	<1940	0	1	0	24	0	2.84683e-10
AK	Single-Family Detached	Non-Ducted Heat Pump	Propane	1940s	0.0659026	0.934097	0	349	0	3.50497e-09
